valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2021-W01,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,779.1,36358.8,1346,93.51,2.53,19.1,stagnant,TRUE
consultations,2021-W01,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,2218.4,67117,2700,86.42,2.15,54.4,rising,TRUE
consultations,2021-W01,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,149.1,11137.4,619,26.94,0.48,3.7,stagnant,TRUE
consultations,2021-W01,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W02,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3916.7,178482.5,12259,44.82,0.65,100,stagnant,TRUE
consultations,2021-W02,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,386.1,28930.6,2179,20.74,0.28,9.1,stagnant,TRUE
consultations,2021-W02,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,508.9,37068.4,2526,35.07,0.51,12,rising,TRUE
consultations,2021-W02,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,217.9,33777.7,2234,14.8,0.22,5.1,rising,TRUE
consultations,2021-W02,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,223.5,22374.3,1338,26.82,0.45,5.3,falling,TRUE
consultations,2021-W02,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,2828.1,43569.5,2841,110.17,1.69,66.5,rising,TRUE
consultations,2021-W02,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,86.7,12762,1141,15.67,0.18,2,falling,TRUE
consultations,2021-W02,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W03,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,4076.6,175781.7,12289,46.65,0.67,100,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,424.7,26304.1,2028,22.81,0.3,10.1,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,281.4,36109.3,2512,19.39,0.28,6.7,falling,TRUE
consultations,2021-W03,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,256,34504.5,2325,17.39,0.26,6.1,rising,TRUE
consultations,2021-W03,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,366.7,18179.7,1114,44.01,0.72,8.8,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,2620.7,48978.2,3244,102.09,1.54,62.6,stagnant,TRUE
consultations,2021-W03,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,236.4,11705.8,1066,42.71,0.47,5.6,rising,TRUE
consultations,2021-W03,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W04,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2719.5,176731.8,12113,31.12,0.45,100,falling,TRUE
consultations,2021-W04,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,328.4,28351.9,2144,17.64,0.23,12,falling,TRUE
consultations,2021-W04,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,395.3,36714.4,2518,27.24,0.4,14.4,stagnant,TRUE
consultations,2021-W04,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,302.4,34083.8,2246,20.54,0.31,11,rising,TRUE
consultations,2021-W04,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,184.7,18044.6,1087,22.17,0.37,6.7,falling,TRUE
consultations,2021-W04,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1329.2,48283.9,3116,51.78,0.8,48.6,falling,TRUE
consultations,2021-W04,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,196.8,11253.2,1002,35.55,0.4,7.2,stagnant,TRUE
consultations,2021-W04,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W05,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3838.1,179868,12049,43.92,0.66,100,stagnant,TRUE
consultations,2021-W05,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,772.5,28921.1,2141,41.49,0.56,19.8,rising,TRUE
consultations,2021-W05,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,196.2,36977.5,2488,13.52,0.2,5,falling,TRUE
consultations,2021-W05,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,183.7,32063.6,2066,12.48,0.19,4.7,falling,TRUE
consultations,2021-W05,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,697.2,25094.9,1475,83.68,1.42,17.9,rising,TRUE
consultations,2021-W05,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1727.3,44583.9,2815,67.29,1.07,44.4,stagnant,TRUE
consultations,2021-W05,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,316.9,12227,1064,57.25,0.66,8.1,rising,TRUE
consultations,2021-W05,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W06,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3596,162822.4,10882,41.15,0.62,100,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,616.3,30213.6,2203,33.1,0.45,17,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,540.2,29546.9,1976,37.23,0.56,14.9,rising,TRUE
consultations,2021-W06,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,438.9,30195,1916,29.81,0.47,12.1,rising,TRUE
consultations,2021-W06,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,423.3,15749.1,917,50.8,0.87,11.7,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1373.9,42974.3,2661,53.52,0.86,37.9,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,234.8,14143.4,1209,42.42,0.5,6.5,stagnant,TRUE
consultations,2021-W06,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W07,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3575,171117.8,11069,40.91,0.63,100,stagnant,TRUE
consultations,2021-W07,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,915.3,30515,2192,49.16,0.68,25.8,rising,TRUE
consultations,2021-W07,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,735.1,35532.2,2311,50.66,0.78,20.7,rising,TRUE
consultations,2021-W07,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,141.3,31262.8,1950,9.6,0.15,4,falling,TRUE
consultations,2021-W07,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,642.1,18164.9,1025,77.07,1.37,18.1,stagnant,TRUE
consultations,2021-W07,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,931.6,46848.6,2855,36.29,0.6,26.2,falling,TRUE
consultations,2021-W07,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,188.8,8794.3,736,34.11,0.41,5.3,falling,TRUE
consultations,2021-W07,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W08,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3228.1,178648.5,11682,36.94,0.56,100,stagnant,TRUE
consultations,2021-W08,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,815.3,27403.9,1958,43.79,0.61,24.4,stagnant,TRUE
consultations,2021-W08,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,372.5,38957,2532,25.67,0.39,11.1,falling,TRUE
consultations,2021-W08,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,116.7,25236,1587,7.93,0.13,3.5,falling,TRUE
consultations,2021-W08,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,239.6,24336.1,1386,28.76,0.51,7.2,falling,TRUE
consultations,2021-W08,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1648,48289.7,2992,64.2,1.04,49.3,rising,TRUE
consultations,2021-W08,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,153.5,14425.8,1227,27.73,0.33,4.6,falling,TRUE
consultations,2021-W08,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W09,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2257.2,189684.7,12056,25.83,0.41,100,falling,TRUE
consultations,2021-W09,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,521.3,28570.9,2024,28,0.4,21.8,falling,TRUE
consultations,2021-W09,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,281.9,36035.7,2293,19.43,0.31,11.8,falling,TRUE
consultations,2021-W09,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,248.7,35517.4,2181,16.89,0.28,10.4,rising,TRUE
consultations,2021-W09,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,65.1,25624.5,1434,7.81,0.14,2.7,falling,TRUE
consultations,2021-W09,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1187,51899.1,3125,46.24,0.77,49.5,stagnant,TRUE
consultations,2021-W09,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,92,12037.2,999,16.62,0.2,3.8,falling,TRUE
consultations,2021-W09,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W10,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,3733.2,191947.7,12423,42.72,0.66,100,rising,TRUE
consultations,2021-W10,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,603.6,33925.7,2408,32.42,0.46,15.5,stagnant,TRUE
consultations,2021-W10,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,554.2,36657.7,2356,38.19,0.59,14.3,rising,TRUE
consultations,2021-W10,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,259.4,34049.4,2119,17.62,0.28,6.7,stagnant,TRUE
consultations,2021-W10,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,397,25184.2,1423,47.65,0.84,10.2,rising,TRUE
consultations,2021-W10,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,2029,48079.4,2935,79.04,1.29,52.3,rising,TRUE
consultations,2021-W10,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,39.4,14051.2,1182,7.12,0.08,1,falling,TRUE
consultations,2021-W10,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W11,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,4029.5,177823.2,12033,46.11,0.68,100,stagnant,TRUE
consultations,2021-W11,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,375.2,29771.3,2211,20.15,0.27,9.3,falling,TRUE
consultations,2021-W11,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,819.7,35406.3,2382,56.49,0.84,20.3,rising,TRUE
consultations,2021-W11,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,206.8,35574.7,2310,14.05,0.22,5.1,falling,TRUE
consultations,2021-W11,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,605.1,17897.8,1067,72.63,1.22,15,rising,TRUE
consultations,2021-W11,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1838.7,47463.6,3035,71.63,1.12,45.6,stagnant,TRUE
consultations,2021-W11,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,189.1,11709.4,1028,34.16,0.39,4.7,rising,TRUE
consultations,2021-W11,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W12,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,4332.7,193616.2,12583,49.58,0.76,100,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,345.2,32364.3,2313,18.54,0.26,8,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,650.4,37925.9,2447,44.82,0.69,15.1,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,198.7,37037.1,2308,13.5,0.22,4.6,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,969.7,21482.2,1222,116.38,2.05,22.6,rising,TRUE
consultations,2021-W12,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1975.6,50673.4,3104,76.96,1.26,46,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,156.7,14133.4,1189,28.3,0.34,3.6,stagnant,TRUE
consultations,2021-W12,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W13,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2969.4,179526.8,10873,33.98,0.56,100,falling,TRUE
consultations,2021-W13,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,311.7,29868.4,1991,16.74,0.25,10.7,stagnant,TRUE
consultations,2021-W13,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,357.8,36499,2186,24.66,0.41,12.2,falling,TRUE
consultations,2021-W13,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,54.2,27158.7,1589,3.68,0.06,1.9,falling,TRUE
consultations,2021-W13,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,306,24503.7,1298,36.73,0.69,10.5,falling,TRUE
consultations,2021-W13,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1664.4,49355.7,2851,64.84,1.12,57,stagnant,TRUE
consultations,2021-W13,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,228,12141.3,958,41.18,0.52,7.8,rising,TRUE
consultations,2021-W13,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W14,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,4787.1,149692.5,8684,54.78,0.94,100,rising,TRUE
consultations,2021-W14,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,0,16995.5,1097,0,0,0,falling,TRUE
consultations,2021-W14,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,426.2,37459.2,2171,29.37,0.51,9.9,stagnant,TRUE
consultations,2021-W14,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,167.4,26378.2,1499,11.37,0.2,3.9,stagnant,TRUE
consultations,2021-W14,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,1234.9,20241.8,1038,148.21,2.89,28.7,rising,TRUE
consultations,2021-W14,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1859,41425.2,2326,72.42,1.29,43.2,stagnant,TRUE
consultations,2021-W14,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,615.7,7192.6,553,111.23,1.45,14.3,rising,TRUE
consultations,2021-W14,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W15,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2811.3,195851,11307,32.17,0.56,100,stagnant,TRUE
consultations,2021-W15,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,440.5,29587.5,1890,23.66,0.37,16.9,rising,TRUE
consultations,2021-W15,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,392.5,36974.6,2089,27.05,0.48,15,stagnant,TRUE
consultations,2021-W15,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,186.8,31528.8,1764,12.69,0.23,7.2,rising,TRUE
consultations,2021-W15,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,644.6,27143.2,1370,77.37,1.53,24.7,stagnant,TRUE
consultations,2021-W15,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,905.1,56716.6,3144,35.26,0.64,34.7,falling,TRUE
consultations,2021-W15,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,39.8,13900.4,1050,7.19,0.1,1.5,falling,TRUE
consultations,2021-W15,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W16,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2599.8,228538.4,12386,29.75,0.55,100,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,352.8,36941.9,2199,18.95,0.32,14.3,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,199.8,43573.4,2318,13.77,0.26,8.1,falling,TRUE
consultations,2021-W16,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,36053.2,1884,0,0,0,falling,TRUE
consultations,2021-W16,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,896.2,25101.6,1185,107.56,2.28,36.4,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1016,70738.6,3663,39.58,0.76,41.2,stagnant,TRUE
consultations,2021-W16,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,0,16129.7,1137,0,0,0,falling,TRUE
consultations,2021-W16,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W17,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2173.3,217105.2,12383,24.87,0.44,100,falling,TRUE
consultations,2021-W17,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,368.1,35410.1,2212,19.77,0.32,16.4,stagnant,TRUE
consultations,2021-W17,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,170.4,51108.7,2880,11.74,0.21,7.6,falling,TRUE
consultations,2021-W17,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,156.6,37598.6,2062,10.64,0.19,7,stagnant,TRUE
consultations,2021-W17,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,511.8,24416.5,1212,61.43,1.24,22.8,falling,TRUE
consultations,2021-W17,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1004.2,53676,2913,39.12,0.72,44.7,stagnant,TRUE
consultations,2021-W17,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,37.1,14895.4,1104,6.71,0.09,1.7,stagnant,TRUE
consultations,2021-W17,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W18,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2269.5,223363.1,12770,25.97,0.45,100,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,476.6,35161.6,2201,25.6,0.41,20.6,rising,TRUE
consultations,2021-W18,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,205.2,49488.2,2780,14.14,0.25,8.9,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,137.9,42688.4,2348,9.37,0.17,5.9,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,658.5,24039.4,1192,79.04,1.59,28.4,stagnant,TRUE
consultations,2021-W18,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,739.3,55552.5,3029,28.8,0.53,31.9,falling,TRUE
consultations,2021-W18,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,101.1,16433,1220,18.26,0.25,4.4,rising,TRUE
consultations,2021-W18,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W19,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2202.2,178561.8,10829,25.2,0.42,100,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,272.9,27281.6,1812,14.66,0.22,13,falling,TRUE
consultations,2021-W19,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,157,36955.9,2223,10.82,0.18,7.5,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,150.3,29387.2,1717,10.21,0.17,7.2,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,697.7,20301.7,1073,83.74,1.58,33.2,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,696.2,51627.5,2978,27.12,0.47,33.1,stagnant,TRUE
consultations,2021-W19,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,127.7,13007.9,1026,23.06,0.29,6.1,rising,TRUE
consultations,2021-W19,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W20,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,2047.5,209117.9,12782,23.43,0.38,100,stagnant,TRUE
consultations,2021-W20,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,486.9,34419.1,2315,26.15,0.39,22.7,stagnant,TRUE
consultations,2021-W20,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,170.2,42633.8,2584,11.73,0.19,7.9,stagnant,TRUE
consultations,2021-W20,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,0,37060.4,2184,0,0,0,falling,TRUE
consultations,2021-W20,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,254.2,26222.7,1402,30.51,0.57,11.8,falling,TRUE
consultations,2021-W20,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,1076.9,54830,3187,41.95,0.72,50.2,rising,TRUE
consultations,2021-W20,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,158.7,13951.8,1110,28.67,0.36,7.4,rising,TRUE
consultations,2021-W20,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W21,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,894.9,185477.4,10683,10.24,0.18,100,falling,TRUE
consultations,2021-W21,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,77.6,24009.3,1524,4.17,0.07,9.1,falling,TRUE
consultations,2021-W21,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,184.4,39328.3,2266,12.71,0.22,21.6,stagnant,TRUE
consultations,2021-W21,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,88.2,33363.7,1858,5.99,0.11,10.3,stagnant,TRUE
consultations,2021-W21,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,96.7,25839.7,1305,11.61,0.23,11.3,falling,TRUE
consultations,2021-W21,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,368.4,48781.8,2665,14.35,0.26,43.1,falling,TRUE
consultations,2021-W21,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,39.1,14154.6,1065,7.06,0.09,4.6,falling,TRUE
consultations,2021-W21,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W22,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1589.6,219953.2,13068,18.19,0.31,100,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,170.9,32678.1,2131,9.18,0.14,10.4,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,246.2,53033.8,3133,16.97,0.29,15,rising,TRUE
consultations,2021-W22,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,36.8,40040.4,2291,2.5,0.04,2.2,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,108.6,23010.6,1195,13.04,0.25,6.6,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,997.8,56599.1,3188,38.87,0.69,61,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,75.9,14591.2,1130,13.71,0.18,4.6,stagnant,TRUE
consultations,2021-W22,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W23,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,797.9,219103.1,13454,9.13,0.15,100,falling,TRUE
consultations,2021-W23,iso_week_sentinella,region_1,sentinella_region,all,agegroup_ili_ari,all,254.7,36556.7,2469,13.68,0.2,30.6,rising,TRUE
consultations,2021-W23,iso_week_sentinella,region_2,sentinella_region,all,agegroup_ili_ari,all,67.9,42703.6,2600,4.68,0.08,8.1,falling,TRUE
consultations,2021-W23,iso_week_sentinella,region_3,sentinella_region,all,agegroup_ili_ari,all,119.8,36861.3,2181,8.14,0.14,14.4,rising,TRUE
consultations,2021-W23,iso_week_sentinella,region_4,sentinella_region,all,agegroup_ili_ari,all,63.7,26148.8,1401,7.65,0.14,7.6,falling,TRUE
consultations,2021-W23,iso_week_sentinella,region_5,sentinella_region,all,agegroup_ili_ari,all,290.6,61845.5,3603,11.32,0.19,34.9,falling,TRUE
consultations,2021-W23,iso_week_sentinella,region_6,sentinella_region,all,agegroup_ili_ari,all,36.9,14987.1,1200,6.67,0.08,4.4,stagnant,TRUE
consultations,2021-W23,iso_week_sentinella,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2021-W24,iso_week_sentinella,CH,country,all,agegroup_ili_ari,all,1435.8,225198.8,13585,16.43,0.27,100,stagnant,TRUE
